domain_age,phish_hints,ratio_extHyperlinks,ratio_intHyperlinks,safe_anchor,ratio_extRedirection,length_url,ratio_digits_url,length_words_raw,longest_words_raw,length_hostname,avg_word_path,domain_in_title,char_repeat,status,status-encoded
9039.0,0,0.0,0.0,0.0,0.0,89,0.011235955,9,14,17,8.285714286000001,1,5,legitimate,0
9113.0,0,0.375,0.625,62.5,0.25,32,0.0,3,6,17,6.0,0,0,legitimate,0
5627.0,0,0.818181818,0.181818182,25.0,0.277777778,152,0.131578947,13,35,28,11.77777778,1,5,phishing,1
2977.0,0,0.0,1.0,0.0,0.0,27,0.0,2,10,18,0.0,0,3,legitimate,0
7621.0,0,0.25,0.75,0.0,0.0,28,0.1785714289999999,2,9,21,0.0,1,2,phishing,1
4003.0,0,0.0,1.0,100.0,0.0,76,0.131578947,7,15,50,8.5,1,2,phishing,1
5019.0,0,0.666666667,0.333333333,81.81818182,0.0,89,0.112359551,13,11,15,5.0,0,5,legitimate,0
5075.0,0,0.357142857,0.642857143,16.66666667,0.4,18,0.0,2,4,11,0.0,0,0,legitimate,0
4358.0,0,0.75,0.25,0.0,0.0,56,0.0,9,12,20,3.142857143,1,3,legitimate,0
7490.0,0,0.48,0.52,0.0,0.0,25,0.04,2,7,11,5.0,1,1,legitimate,0
9184.0,0,0.173366834,0.8266331659999999,1.470588235,0.028985507,38,0.0,4,9,17,6.0,0,3,legitimate,0
5075.0,0,0.0,1.0,0.0,0.0,34,0.029411765,4,9,18,3.0,1,3,phishing,1
1331.0,0,0.037128713,0.962871287,82.53968254,0.133333333,21,0.142857143,2,5,13,0.0,1,3,legitimate,0
7158.0,0,0.053333333,0.946666667,100.0,1.0,43,0.139534884,6,8,14,4.5,1,0,legitimate,0
4376.0,0,0.0,0.0,0.0,0.0,76,0.1710526319999999,4,32,14,17.0,1,4,phishing,1
3993.0,0,0.0,1.0,100.0,0.0,118,0.169491525,11,17,42,8.142857142999999,1,3,phishing,1
4932.0,0,0.0,0.0,0.0,0.0,32,0.0,3,12,20,3.0,1,3,phishing,1
3403.0,0,0.035087719,0.964912281,66.66666667,1.0,60,0.0,6,18,26,5.5,1,4,legitimate,0
7391.0,0,0.705882353,0.294117647,7.692307692000001,0.166666667,27,0.0,2,12,19,0.0,0,4,legitimate,0
134.0,0,0.095238095,0.904761905,0.0,0.0,94,0.074468085,9,23,20,8.428571429,1,1,phishing,1
13.0,0,0.090909091,0.909090909,0.0,0.0,30,0.333333333,2,15,19,2.0,1,0,phishing,1
2183.0,0,0.454545455,0.545454545,63.63636364,0.04,73,0.0,12,9,13,3.636363636000001,1,1,legitimate,0
8087.0,0,0.666666667,0.333333333,0.0,0.0,59,0.0,7,8,18,5.8,1,0,legitimate,0
4530.0,0,0.941520468,0.058479532,0.0,0.0,52,0.115384615,7,10,24,4.25,0,5,legitimate,0
5075.0,0,0.1,0.9,0.0,0.5,40,0.025,4,9,12,5.666666667,1,2,legitimate,0
5075.0,0,0.476190476,0.523809524,100.0,0.0,18,0.0,1,8,11,0.0,0,0,legitimate,0
1959.0,1,0.333333333,0.666666667,88.88888889,0.0,34,0.029411765,5,6,12,2.75,1,1,phishing,1
5612.0,0,0.0,0.0,0.0,0.0,47,0.127659574,6,9,39,0.0,1,4,phishing,1
5086.0,0,0.084577114,0.915422886,58.97435897,0.470588235,50,0.0,4,20,28,6.5,1,4,legitimate,0
7428.0,0,0.011111111,0.988888889,100.0,0.0,52,0.019230769,7,10,17,4.4,1,4,legitimate,0
733.0,3,0.0,0.0,0.0,0.0,57,0.0,7,14,22,4.6,1,3,phishing,1
7.0,1,0.0,0.0,0.0,0.0,52,0.0,8,6,27,3.25,1,3,phishing,1
9557.0,0,0.027027027,0.972972973,97.18309859,0.0,41,0.12195122,4,9,17,7.0,1,2,legitimate,0
7754.0,0,0.291390728,0.708609272,32.0,0.227272727,90,0.133333333,13,9,17,5.0,0,3,legitimate,0
7295.0,0,0.928571429,0.071428571,14.28571429,0.846153846,41,0.024390244,2,21,34,0.0,1,0,phishing,1
5075.0,4,0.5,0.5,0.0,0.0,219,0.406392694,14,64,12,14.30769231,1,5,phishing,1
1632.0,1,0.0,0.0,0.0,0.0,66,0.166666667,5,21,25,7.5,1,2,phishing,1
86.0,2,0.0,0.0,0.0,0.0,33,0.0,4,7,11,3.666666667,1,0,phishing,1
5465.0,0,0.0,0.0,0.0,0.0,60,0.0,8,10,19,4.666666667,1,0,legitimate,0
2294.0,0,0.473684211,0.526315789,71.42857143,0.111111111,26,0.0,2,10,18,0.0,0,3,legitimate,0
5636.0,0,0.442307692,0.557692308,0.0,0.0,43,0.046511628,6,9,15,4.0,0,3,legitimate,0
5075.0,0,0.072289157,0.927710843,44.44444444,0.666666667,25,0.0,2,9,16,0.0,0,3,legitimate,0
5635.0,0,0.527272727,0.472727273,0.0,0.137931034,46,0.0,4,17,15,10.5,0,3,legitimate,0
5075.0,0,0.6779661020000001,0.322033898,43.83561644,0.3,23,0.0,2,9,16,0.0,1,3,legitimate,0
3923.0,0,0.03125,0.96875,0.0,0.0,46,0.0,4,19,27,5.0,0,4,legitimate,0
5075.0,0,0.047619048,0.952380952,0.0,0.0,56,0.0,6,15,25,7.0,1,4,legitimate,0
6014.0,0,0.062953995,0.937046005,91.66666667,0.0,43,0.0,5,8,12,6.666666667,0,5,legitimate,0
5123.0,2,0.0,1.0,0.0,0.0,67,0.0,8,15,23,5.166666667,1,5,phishing,1
2427.0,0,0.047945205,0.952054795,22.22222222,0.428571429,31,0.0,2,14,22,0.0,1,4,legitimate,0
7672.0,0,0.066037736,0.933962264,36.36363636,0.285714286,66,0.0,10,12,20,3.875,1,4,legitimate,0
7795.0,0,0.746031746,0.253968254,36.0,0.127659574,61,0.0,5,13,17,8.0,1,1,legitimate,0
12426.0,1,0.0,0.0,0.0,0.0,83,0.144578313,15,9,21,3.583333333,1,2,legitimate,0
3934.0,0,0.0,0.0,0.0,0.0,39,0.0,4,16,23,3.0,1,0,phishing,1
8371.0,0,0.021276596,0.978723404,50.0,1.0,42,0.071428571,5,9,17,4.666666667,0,4,legitimate,0
3722.0,0,0.5555555560000001,0.444444444,33.33333333,0.2,29,0.0,2,12,20,0.0,1,3,legitimate,0
8346.0,1,0.62962963,0.37037037,0.0,0.0,113,0.079646018,10,56,15,10.25,1,3,phishing,1
7410.0,0,0.017326733,0.982673267,0.0,0.214285714,61,0.049180328,8,10,18,5.0,0,4,legitimate,0
3993.0,0,0.0,1.0,100.0,0.0,78,0.115384615,7,15,50,8.5,1,2,phishing,1
560.0,0,0.0,0.0,0.0,0.0,28,0.0,3,6,19,0.0,1,0,phishing,1
7448.0,0,0.443478261,0.556521739,60.0,0.078431373,43,0.046511628,2,20,34,0.0,1,2,legitimate,0
1778.0,0,0.253333333,0.7466666670000001,73.58490566,0.105263158,26,0.0,2,9,17,0.0,1,3,legitimate,0
4486.0,0,0.063829787,0.936170213,70.0,0.0,53,0.075471698,7,10,18,4.6,1,4,legitimate,0
5075.0,3,0.0,1.0,0.0,0.0,55,0.0,5,23,30,4.333333333,1,4,phishing,1
5075.0,0,0.5,0.5,0.0,1.0,69,0.333333333,11,32,13,7.857142857,1,2,phishing,1
6760.0,0,0.165644172,0.834355828,88.88888889,0.111111111,113,0.115044248,11,14,22,8.222222222000001,1,7,legitimate,0
7297.0,0,0.818181818,0.181818182,40.0,0.055555556,32,0.0,2,11,24,0.0,1,0,legitimate,0
8474.0,0,0.444444444,0.5555555560000001,65.21739129999999,0.5,72,0.111111111,11,11,12,4.777777778,0,5,legitimate,0
9309.0,0,0.075,0.925,66.66666667,0.0,77,0.1558441559999999,7,16,17,9.4,0,9,legitimate,0
4129.0,0,0.0,0.0,0.0,0.0,37,0.0,4,15,22,3.0,1,3,phishing,1
229.0,0,0.121212121,0.8787878790000001,0.0,0.0,99,0.0808080809999999,8,39,23,10.33333333,1,0,phishing,1
3442.0,0,0.0,1.0,100.0,0.0,46,0.0,3,14,14,11.0,1,0,legitimate,0
5075.0,1,1.0,0.0,0.0,0.0,31,0.0,3,7,23,0.0,1,1,phishing,1
863.0,0,0.698113208,0.301886792,33.33333333,0.135135135,27,0.0,2,11,19,0.0,0,4,legitimate,0
255.0,0,0.08,0.92,100.0,0.0,101,0.059405941,10,42,17,8.5,1,4,phishing,1
254.0,3,0.048387097,0.951612903,88.0,0.0,100,0.22,10,32,18,8.375,1,5,phishing,1
7597.0,0,0.106508876,0.8934911240000001,39.13043478,0.333333333,76,0.0,9,15,23,5.428571429,1,3,legitimate,0
5075.0,2,0.0,1.0,100.0,0.0,196,0.397959184,17,64,13,13.61538462,1,19,phishing,1
5075.0,0,0.666666667,0.333333333,0.0,0.0,20,0.05,3,3,11,0.0,1,3,legitimate,0
295.0,0,0.0,0.0,0.0,0.0,26,0.0,1,15,19,0.0,1,0,phishing,1
7621.0,0,0.243243243,0.756756757,0.0,0.0,34,0.0,2,13,27,0.0,1,1,phishing,1
7296.0,0,0.8888888890000001,0.111111111,25.0,0.375,42,0.0,2,20,33,0.0,1,0,phishing,1
7446.0,0,0.0,0.0,0.0,0.0,74,0.121621622,10,9,28,4.428571429,1,2,legitimate,0
5638.0,0,0.442307692,0.557692308,0.0,0.0,43,0.046511628,5,11,15,5.666666667,0,3,legitimate,0
3992.0,0,0.0,1.0,100.0,0.0,68,0.191176471,6,15,42,8.5,1,2,phishing,1
2201.0,0,0.0,1.0,0.0,0.0,45,0.244444444,5,10,37,0.0,1,1,phishing,1
5887.0,0,0.06097561,0.93902439,93.58974359,0.0,50,0.0,9,7,15,3.0,1,3,legitimate,0
5075.0,1,0.707964602,0.292035398,5.405405405,0.1125,28,0.25,10,5,10,2.666666667,1,0,phishing,1
7134.0,0,0.049921177,0.950078823,86.09077599,0.778947368,50,0.0,6,9,16,5.5,0,0,legitimate,0
3992.0,0,0.0,1.0,100.0,0.0,126,0.174603175,13,17,50,7.375,1,2,phishing,1
1355.0,2,0.970588235,0.029411765,33.33333333,0.0,59,0.0,7,8,27,5.0,1,0,phishing,1
5075.0,0,1.0,0.0,0.0,0.0,34,0.029411765,3,10,26,0.0,1,0,phishing,1
6431.0,0,0.030434783,0.969565217,90.66666667,0.285714286,41,0.0,4,10,17,7.0,0,0,legitimate,0
3993.0,0,0.0,1.0,100.0,0.0,118,0.220338983,12,17,42,7.375,1,9,phishing,1
5868.0,0,0.0,0.0,0.0,0.0,32,0.0,3,7,11,5.5,1,0,phishing,1
5322.0,0,0.142857143,0.857142857,72.97297297,0.153846154,26,0.0,2,6,17,0.0,0,3,legitimate,0
4665.0,0,0.0,0.0,0.0,0.0,25,0.0,3,4,18,0.0,1,1,legitimate,0
2887.0,0,0.107142857,0.892857143,97.4025974,0.166666667,76,0.039473684,10,12,22,4.75,1,1,legitimate,0
5075.0,0,1.0,0.0,0.0,0.0,103,0.145631068,17,12,6,4.5625,1,5,phishing,1
5075.0,0,0.578125,0.421875,34.782608700000004,0.162162162,24,0.0,1,10,17,0.0,1,0,legitimate,0
5075.0,0,0.8833333329999999,0.116666667,0.0,0.056603774,26,0.0,2,9,17,0.0,0,3,legitimate,0
1301.0,0,0.296296296,0.703703704,52.0,1.0,93,0.010752688,10,15,13,7.1111111110000005,1,2,phishing,1
7857.0,2,0.0,0.0,0.0,0.0,86,0.0,12,13,17,5.444444444,1,0,phishing,1
4609.0,4,0.666666667,0.333333333,0.0,0.0,97,0.0,12,14,17,5.6363636360000005,1,2,phishing,1
5839.0,0,0.035714286,0.964285714,33.33333333,0.666666667,57,0.0,6,14,22,6.0,1,4,legitimate,0
5075.0,0,0.0,1.0,100.0,0.0,45,0.0,5,13,9,6.0,1,0,phishing,1
5669.0,0,0.6707317070000001,0.329268293,12.71186441,0.5727272729999999,45,0.0,3,18,24,6.0,1,2,phishing,1
4678.0,0,0.361111111,0.638888889,30.0,0.076923077,24,0.0,2,8,16,0.0,0,3,legitimate,0
12430.0,0,0.048,0.952,70.0,1.0,34,0.0,5,10,18,1.666666667,1,0,legitimate,0
2687.0,0,0.181818182,0.818181818,100.0,0.0,53,0.0,5,12,20,7.666666667,1,3,legitimate,0
5644.0,0,0.147727273,0.852272727,33.33333333,0.0,34,0.0,2,19,26,0.0,1,4,legitimate,0
3312.0,0,0.458333333,0.541666667,25.0,0.181818182,75,0.0,9,12,20,5.571428571,1,6,legitimate,0
9283.0,0,0.325581395,0.674418605,57.89473684,0.214285714,50,0.0,8,6,12,4.0,0,3,legitimate,0
1338.0,0,0.0,1.0,0.0,0.0,42,0.19047619,3,11,25,8.0,0,1,phishing,1
7528.0,5,0.0,1.0,0.0,0.0,56,0.0,7,12,9,5.666666667,1,3,phishing,1
11046.0,0,0.3,0.7,27.77777778,0.0,70,0.071428571,9,9,14,6.0,0,0,legitimate,0
12209.0,0,0.256410256,0.7435897440000001,0.0,0.0,64,0.140625,9,11,16,4.714285714,0,3,legitimate,0
5067.0,0,0.339285714,0.660714286,20.0,0.052631579,84,0.071428571,12,9,17,4.8,1,5,legitimate,0
3382.0,0,0.057142857,0.942857143,58.33333333,0.5,33,0.0,3,9,24,0.0,1,3,legitimate,0
6590.0,1,0.666666667,0.333333333,0.0,0.0,547,0.3601462520000001,63,64,25,7.409836066,1,145,legitimate,0
5627.0,0,0.772727273,0.227272727,100.0,0.0,54,0.203703704,4,29,46,0.0,1,3,phishing,1
2617.0,0,0.041666667,0.958333333,100.0,0.0,74,0.067567568,10,11,19,4.875,1,4,legitimate,0
5075.0,0,0.94488189,0.05511811,3.012048193,0.0,28,0.0,3,8,20,0.0,1,3,legitimate,0
1134.0,0,0.363636364,0.636363636,0.0,0.0,59,0.0,6,12,27,11.0,1,0,phishing,1
1849.0,0,0.5,0.5,0.0,0.3,40,0.0,4,13,21,5.0,0,4,legitimate,0
8317.0,0,0.090909091,0.909090909,58.62068966,0.846153846,31,0.0,3,6,22,0.0,0,1,legitimate,0
834.0,1,0.441860465,0.558139535,14.28571429,0.315789474,250,0.044,12,147,47,23.5,1,16,phishing,1
5075.0,1,0.516129032,0.483870968,0.0,0.4375,158,0.379746835,14,24,15,9.384615385,1,7,phishing,1
5075.0,1,0.0,1.0,100.0,0.0,42,0.023809524,4,10,17,4.666666667,1,0,phishing,1
3992.0,0,0.0,1.0,100.0,0.0,126,0.119047619,13,17,50,7.375,1,8,phishing,1
12471.0,0,0.041198502,0.958801498,61.9047619,0.727272727,56,0.0,5,12,18,9.333333333,1,0,legitimate,0
8348.0,1,1.0,0.0,0.0,0.0,70,0.071428571,6,33,16,10.5,0,2,phishing,1
7129.0,0,0.0803382659999999,0.919661734,63.80952381,0.684210526,43,0.0,5,9,16,5.333333333,0,0,legitimate,0
3050.0,0,0.333333333,0.666666667,100.0,0.0,39,0.076923077,3,13,21,9.0,1,3,legitimate,0
5075.0,0,0.107142857,0.892857143,36.36363636,0.0,61,0.0,7,9,16,6.4,0,6,legitimate,0
6137.0,0,0.21686747,0.78313253,50.0,0.055555556,58,0.0,9,8,16,4.0,1,4,legitimate,0
3992.0,0,0.0,1.0,100.0,0.0,131,0.160305344,14,17,54,7.375,1,5,phishing,1
140.0,1,0.935483871,0.064516129,8.333333332999999,0.344827586,53,0.0,5,12,20,7.333333333,1,3,phishing,1
7681.0,0,0.590909091,0.409090909,0.0,0.923076923,102,0.235294118,12,40,13,7.1,1,9,phishing,1
2460.0,2,0.0,0.0,0.0,0.0,101,0.257425743,10,40,18,8.375,1,3,phishing,1
9338.0,0,0.0,0.0,0.0,0.0,132,0.212121212,12,21,17,9.6,1,4,phishing,1
8569.0,1,0.391304348,0.608695652,7.142857143,0.0,52,0.0,5,14,22,6.666666667,1,3,legitimate,0
63.0,0,0.0,1.0,0.0,0.0,121,0.272727273,16,19,30,6.454545455,1,7,phishing,1
5075.0,0,0.25,0.75,100.0,0.0,45,0.0,4,19,25,4.5,0,1,phishing,1
7295.0,0,0.928571429,0.071428571,14.28571429,0.846153846,31,0.0,2,11,24,0.0,1,1,phishing,1
1953.0,0,0.875,0.125,0.0,0.0,52,0.076923077,5,10,14,9.0,1,3,phishing,1
427.0,0,0.0,1.0,0.0,0.0,16,0.0,1,5,8,0.0,1,0,phishing,1
8184.0,0,0.513513514,0.486486486,33.33333333,0.1578947369999999,25,0.0,2,8,16,0.0,0,4,legitimate,0
3993.0,0,0.0,1.0,100.0,0.0,115,0.139130435,11,17,42,8.142857142999999,1,3,phishing,1
5075.0,0,0.078838174,0.921161826,93.7007874,0.315789474,35,0.0,4,9,23,2.0,0,3,legitimate,0
4609.0,5,0.666666667,0.333333333,0.0,0.0,111,0.0,14,14,17,5.692307692000001,1,2,phishing,1
4698.0,0,0.153846154,0.846153846,0.0,0.0,33,0.0,3,10,14,4.0,1,3,phishing,1
5075.0,0,0.25,0.75,0.0,1.0,105,0.2,9,32,21,10.0,1,12,phishing,1
3393.0,0,0.616161616,0.383838384,63.63636364,0.081967213,26,0.0,2,10,18,0.0,1,4,legitimate,0
5075.0,0,0.191489362,0.808510638,100.0,0.0,51,0.0,4,11,42,0.0,1,0,phishing,1
4851.0,0,0.6,0.4,66.66666667,0.0,62,0.0,5,26,34,6.0,1,5,legitimate,0
7188.0,0,0.060606061,0.939393939,93.93939394,0.666666667,54,0.0,4,22,19,13.0,1,3,legitimate,0
7199.0,0,0.064102564,0.935897436,100.0,0.0,55,0.0,6,12,16,7.0,0,3,legitimate,0
287.0,0,0.0,0.0,0.0,0.0,53,0.0,8,7,15,4.166666667,1,4,legitimate,0
5797.0,0,0.272151899,0.727848101,22.22222222,0.069767442,79,0.088607595,13,10,14,3.833333333,1,0,legitimate,0
5075.0,0,0.230769231,0.7692307690000001,0.0,0.0,23,0.0,2,3,14,0.0,0,3,legitimate,0
3992.0,0,0.0,1.0,100.0,0.0,118,0.152542373,12,17,42,7.375,1,1,phishing,1
7133.0,0,0.05619499,0.94380501,73.89937107,0.373493976,46,0.0,6,9,16,4.5,0,0,legitimate,0
4456.0,0,0.955882353,0.044117647,3.370786517,0.1,64,0.0,8,10,18,5.333333333,0,3,phishing,1
5976.0,0,0.066666667,0.933333333,20.0,1.4444444440000002,32,0.0,2,16,24,0.0,0,3,legitimate,0
6381.0,1,0.0,1.0,100.0,0.0,40,0.0,5,7,11,4.5,1,3,phishing,1
158.0,0,0.0,0.0,0.0,0.0,22,0.045454545,2,7,15,0.0,1,3,phishing,1
98.0,0,0.0,1.0,0.0,0.0,82,0.0,11,11,12,5.1,1,3,phishing,1
5968.0,0,0.336734694,0.663265306,0.0,0.03030303,36,0.0,2,19,27,0.0,1,3,legitimate,0
5615.0,1,0.538461538,0.461538462,100.0,0.0,47,0.0,6,9,39,0.0,1,1,phishing,1
5064.0,0,0.201342282,0.798657718,26.66666667,0.066666667,26,0.0,2,9,17,0.0,0,4,legitimate,0
5616.0,2,0.80952381,0.19047619,25.0,0.176470588,66,0.03030303,8,18,35,4.75,1,3,phishing,1
134.0,1,0.471698113,0.528301887,20.0,0.16,107,0.074766355,10,44,17,9.25,1,2,phishing,1
3610.0,3,0.0,0.0,0.0,0.0,64,0.03125,9,9,10,4.875,1,0,phishing,1
155.0,4,0.806451613,0.193548387,0.0,0.0,80,0.0,11,14,18,4.5,1,0,phishing,1
5075.0,0,0.227272727,0.772727273,100.0,0.0,38,0.0,5,6,15,4.0,1,0,phishing,1
1604.0,0,0.222222222,0.7777777779999999,76.92307692,0.0,22,0.0,1,12,15,0.0,1,0,legitimate,0
5075.0,1,0.0,0.0,0.0,0.0,60,0.133333333,8,9,20,4.5,1,3,phishing,1
7447.0,0,0.528985507,0.471014493,16.66666667,0.0,34,0.0,2,11,25,0.0,1,2,legitimate,0
7986.0,0,0.056737589,0.943262411,100.0,0.25,33,0.0,3,11,19,5.0,1,3,legitimate,0
6844.0,0,0.067961165,0.932038835,0.0,0.285714286,35,0.057142857,2,17,27,0.0,1,4,phishing,1
1976.0,0,0.406976744,0.593023256,43.90243902,0.171428571,69,0.0,10,9,14,4.875,0,4,legitimate,0
5634.0,1,0.117647059,0.882352941,50.0,0.142857143,29,0.0,2,13,21,0.0,0,4,legitimate,0
3993.0,0,0.0,1.0,100.0,0.0,126,0.119047619,13,17,50,7.375,1,6,phishing,1
1526.0,0,0.004524887,0.995475113,66.66666667,1.0,26,0.0,2,8,18,0.0,1,3,legitimate,0
4089.0,4,0.0,0.0,0.0,0.0,114,0.096491228,12,13,29,7.666666667,1,5,phishing,1
7131.0,0,0.126373626,0.8736263740000001,54.90196078,0.304347826,40,0.1,5,9,16,4.333333333,1,1,legitimate,0
5075.0,0,0.0,1.0,100.0,0.0,45,0.022222222,5,13,9,6.0,1,0,phishing,1
7618.0,0,0.347368421,0.652631579,84.09090909,0.060606061,100,0.0,12,13,28,5.5,1,1,legitimate,0
8019.0,0,1.0,0.0,0.0,0.0,141,0.028368794,13,34,29,9.2,1,5,phishing,1
5233.0,0,0.0,0.0,0.0,0.0,73,0.315068493,5,32,14,11.75,1,4,phishing,1
101.0,2,0.0,1.0,0.0,0.0,121,0.132231405,12,18,57,6.857142857,1,5,phishing,1
5075.0,0,0.35,0.65,33.33333333,0.0,28,0.0,2,12,19,0.0,1,3,legitimate,0
11049.0,0,0.476923077,0.523076923,14.70588235,0.161290323,62,0.0806451609999999,7,10,14,7.2,0,2,legitimate,0
5595.0,0,0.003322259,0.996677741,93.33333333,0.0,59,0.0,9,8,20,4.333333333,1,3,legitimate,0
7521.0,0,0.12,0.88,14.28571429,0.5,48,0.0,6,8,17,5.0,0,0,legitimate,0
6581.0,0,0.411764706,0.588235294,25.0,0.0,58,0.0,6,10,25,7.0,1,3,legitimate,0
5075.0,0,0.0,1.0,0.0,0.0,54,0.0,6,13,16,6.5,1,4,phishing,1
2874.0,0,0.166666667,0.833333333,94.59459459,0.4166666670000001,40,0.0,4,8,12,5.666666667,0,0,legitimate,0
6070.0,0,0.639889197,0.360110803,50.0,0.073593074,54,0.0,8,7,12,4.666666667,0,3,legitimate,0
3993.0,0,0.0,1.0,100.0,0.0,126,0.150793651,13,17,50,7.375,1,2,phishing,1
3993.0,0,0.0,1.0,100.0,0.0,130,0.138461538,14,17,54,7.375,1,5,phishing,1
933.0,0,0.4166666670000001,0.583333333,75.0,0.0,30,0.0,2,13,21,0.0,1,4,phishing,1
3716.0,2,0.035714286,0.964285714,0.0,0.0,53,0.0,8,8,15,4.0,1,3,phishing,1
2703.0,0,0.0,0.0,0.0,0.0,56,0.0,4,17,21,8.333333332999999,1,1,phishing,1
6923.0,0,0.566666667,0.433333333,66.66666667,0.0,61,0.098360656,8,13,21,4.5,1,5,legitimate,0
1658.0,0,0.975,0.025,0.0,0.076923077,126,0.373015873,12,32,61,8.666666667000001,1,5,phishing,1
304.0,3,0.0,0.0,0.0,0.0,69,0.057971014,8,17,21,4.857142857,1,2,phishing,1
12031.0,0,0.128205128,0.871794872,86.04651163,0.4,50,0.0,6,11,13,6.5,1,0,legitimate,0
5075.0,1,0.409090909,0.590909091,33.33333333,0.0,45,0.0,4,13,24,5.5,1,3,phishing,1
8018.0,0,0.263157895,0.736842105,100.0,0.0,289,0.23183391,28,43,33,8.76,1,8,phishing,1
2110.0,0,1.0,0.0,0.0,0.333333333,45,0.0,6,6,16,4.25,1,1,phishing,1
1016.0,0,0.5,0.5,0.0,0.0,23,0.043478261,2,7,15,0.0,1,3,legitimate,0
467.0,0,0.6,0.4,0.0,0.0,50,0.2,5,13,42,0.0,1,0,phishing,1
5075.0,1,0.117647059,0.882352941,100.0,0.0,464,0.308189655,36,162,14,13.3125,1,14,phishing,1
6124.0,0,0.25,0.75,37.5,0.2,31,0.0,2,14,22,0.0,1,3,legitimate,0
84.0,0,0.142857143,0.857142857,0.0,1.0,106,0.41509434,14,16,29,5.9,1,5,phishing,1
6752.0,0,0.0,0.0,0.0,0.0,84,0.25,3,55,11,31.5,1,2,phishing,1
3993.0,0,0.0,1.0,100.0,0.0,68,0.147058824,6,15,42,8.5,1,2,phishing,1
2840.0,0,0.681818182,0.318181818,100.0,0.0,33,0.0,2,11,24,0.0,1,1,phishing,1
5648.0,0,0.014388489,0.985611511,0.0,0.0,39,0.0,5,8,19,5.5,1,3,legitimate,0
584.0,0,0.007330483,0.992669517,97.26027397,0.5,19,0.0,1,9,12,0.0,1,0,legitimate,0
5075.0,0,0.0,1.0,100.0,0.0,54,0.0,7,11,18,3.833333333,1,0,phishing,1
4821.0,0,0.090909091,0.909090909,25.0,0.666666667,35,0.0,3,12,20,7.0,0,4,legitimate,0
7616.0,0,0.38961039,0.61038961,70.96774194,0.1,46,0.0,5,10,21,5.0,1,0,legitimate,0
5720.0,0,0.225352113,0.774647887,42.10526316,0.1875,67,0.23880597,9,10,18,5.0,1,3,legitimate,0
3562.0,0,0.458333333,0.541666667,100.0,0.0,57,0.0,4,20,28,9.5,0,6,phishing,1
6073.0,0,0.221748401,0.7782515990000001,9.523809524,0.048076923,45,0.0,6,9,23,6.5,1,0,legitimate,0
13.0,0,0.090909091,0.909090909,0.0,0.0,29,0.344827586,2,15,19,2.0,1,0,phishing,1
5075.0,0,0.567741935,0.432258065,76.47058824,0.0,29,0.0,2,9,20,0.0,0,3,legitimate,0
4478.0,0,0.571428571,0.428571429,28.57142857,0.25,59,0.0,9,7,21,5.2,1,5,legitimate,0
5208.0,0,0.307692308,0.692307692,0.0,0.0,30,0.066666667,2,9,22,0.0,0,1,phishing,1
4732.0,0,0.0,0.0,0.0,0.0,21,0.0,2,5,14,0.0,1,0,legitimate,0
7083.0,0,1.0,0.0,0.0,0.0,40,0.0,2,16,32,0.0,1,0,phishing,1
4270.0,0,0.0,0.0,0.0,0.0,41,0.0,3,16,20,5.5,1,1,phishing,1
4609.0,4,0.666666667,0.333333333,0.0,0.0,107,0.0,15,14,21,5.076923077,1,11,phishing,1
5801.0,1,0.133333333,0.8666666670000001,60.0,0.0,62,0.0,8,12,44,4.0,1,1,phishing,1
7133.0,0,0.051612903,0.948387097,69.23076923,0.375,34,0.0,4,9,16,4.0,0,0,legitimate,0
1392.0,0,0.285714286,0.7142857140000001,0.0,0.0,28,0.0,2,11,19,0.0,1,3,legitimate,0
5075.0,0,0.020576132,0.979423868,33.33333333,0.0,32,0.0,2,16,23,0.0,1,3,legitimate,0
8205.0,0,0.296089385,0.703910615,13.95348837,0.0,27,0.0,2,8,18,0.0,1,4,legitimate,0
5616.0,0,0.80952381,0.19047619,25.0,0.176470588,41,0.048780488,5,9,24,9.0,1,1,phishing,1
7534.0,0,0.053191489,0.946808511,80.76923077,0.8,40,0.0,5,7,17,7.0,1,0,legitimate,0
5075.0,1,0.0,0.0,0.0,0.0,55,0.0,6,10,36,5.0,1,1,phishing,1
8161.0,0,0.291666667,0.708333333,20.0,0.428571429,28,0.0,2,12,20,0.0,1,3,legitimate,0
7296.0,0,0.0,0.0,0.0,0.0,79,0.088607595,8,21,29,6.166666667,1,7,legitimate,0
5047.0,0,0.067226891,0.932773109,60.0,0.25,58,0.0,6,14,22,6.25,0,3,legitimate,0
4091.0,0,0.0,1.0,0.0,0.0,152,0.256578947,7,100,18,24.4,1,9,phishing,1
2297.0,0,0.40625,0.59375,46.15384615,0.0,26,0.0,2,9,17,0.0,1,3,legitimate,0
3256.0,1,0.0625,0.9375,0.0,0.25,57,0.01754386,5,14,20,6.25,1,1,phishing,1
5075.0,1,0.0,1.0,100.0,0.0,45,0.0,4,17,28,4.0,1,3,phishing,1
5594.0,0,0.022099448,0.977900552,76.0,0.25,63,0.0,6,14,12,7.8,1,0,legitimate,0
1546.0,0,0.0,0.0,0.0,0.0,65,0.046153846,8,13,31,4.4,1,4,phishing,1
1845.0,0,0.227272727,0.772727273,58.33333333,0.0,30,0.0,2,11,21,0.0,1,3,phishing,1
